	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
LOC_Os01g10210.MSUR7	95.3378045974695	-1.56314206002134	0.398175261552032	-3.92576388078061	8.64549322566974e-05	0.00310277145765703
LOC_Os01g10680.MSUR7	101.048079361141	1.17149144756416	0.379258661939348	3.08889833016261	0.00200900177331172	0.0456101169365913
LOC_Os01g12210.MSUR7	75.5024071036866	-1.7678591179085	0.48565942077717	-3.64012112661073	0.000272509816748599	0.00872276917934929
LOC_Os01g12460.MSUR7	17.4050035183769	8.21275675449658	1.60786371770311	5.10786869811876	3.25812919715801e-07	2.14372834027822e-05
LOC_Os01g13080.MSUR7	27.7329356418591	1.96087837557193	0.625152317952324	3.13664097414651	0.00170895256330472	0.0402668132693104
LOC_Os01g13570.MSUR7	26.6448747714538	1.97836852005241	0.620697504931268	3.18733119488128	0.00143592248051514	0.0347998858281985
LOC_Os01g14090.MSUR7	59.2952499276685	2.54091302208035	0.464739883575926	5.46738748249747	4.56716936682266e-08	3.56640720007053e-06
LOC_Os01g14840.MSUR7	109.989092593441	1.58452474476806	0.380581425789264	4.16343162696921	3.13499932532182e-05	0.00127663640147489
LOC_Os01g16350.MSUR7	69.1098344596877	1.44332026011192	0.43532797514925	3.3154778523413	0.000914865901758265	0.0241741328440003
LOC_Os01g17010.MSUR7	181.222658812534	1.31519029546675	0.311469808966014	4.22252898228816	2.41576323465746e-05	0.00101576411511692
LOC_Os01g18800.MSUR7	705.888678096288	-1.57548952043914	0.267812132233976	-5.88281608938726	4.03344034757937e-09	3.62805406454418e-07
LOC_Os01g21250.MSUR7	161.284847221361	-1.27888503830334	0.385740765019964	-3.31540027468227	0.000915119861389823	0.0241741328440003
LOC_Os01g22010.MSUR7	765.497494656498	-1.11306803391479	0.28759139412236	-3.87031064441803	0.000108696757467685	0.00380492196337621
LOC_Os01g22780.MSUR7	10.6468931174996	3.36815958430128	1.05088836110832	3.205059365915	0.00135034626173171	0.0331452868250967
LOC_Os01g22900.MSUR7	383.152150801735	1.16549393915399	0.378982223718341	3.07532613988825	0.00210272481903344	0.0470612994143357
LOC_Os01g25065.MSUR7	1082.66847473385	-7.07317809629666	0.400547832933878	-17.6587601148358	8.71327070148974e-70	1.23833003209572e-66
LOC_Os01g28680.MSUR7	300.029024158238	-1.01415688657259	0.286772929309523	-3.53644567851792	0.000405549894130178	0.0121610344460765
LOC_Os01g34080.MSUR7	351.347999990189	2.74518341279032	0.286649039175727	9.57681009740771	1.0008846555832e-21	2.78913190689184e-19
LOC_Os01g34620.MSUR7	57.8896445948535	2.24859665253639	0.463094411457211	4.85559012785486	1.20028745078386e-06	7.07820964752708e-05
LOC_Os01g37690.MSUR7	80.5259951374235	-1.46981648608012	0.44587316688776	-3.29649011251247	0.000979010606053391	0.0256710308731196
LOC_Os01g37832.MSUR7	79.7372038970993	1.54044194322678	0.400015578783758	3.8509548750838	0.000117658178789708	0.00408840595833577
LOC_Os01g37910.MSUR7	326.292375897666	-1.51016575173556	0.286586025305666	-5.26950241249502	1.36794073093971e-07	9.72058683405756e-06
LOC_Os01g38510.MSUR7	13.9847469984486	2.80526193918831	0.869726519351318	3.22545291740742	0.00125773521282059	0.0314699521912082
LOC_Os01g38990.MSUR7	37.9036166556951	1.71141958674568	0.557926553307783	3.06746394592474	0.00215883501768873	0.0479396301115503
LOC_Os01g39134.MSUR7	127.868939165208	2.18786794069406	0.359328190914267	6.08877342778839	1.13779003208439e-09	1.15501942399881e-07
LOC_Os01g40280.MSUR7	59.9670361979631	4.08296439878368	0.5270198137492	7.74726925300515	9.38897345552421e-15	1.5337481695392e-12
LOC_Os01g43540.MSUR7	846.745764659206	2.32349921800047	0.26005376102296	8.93468800012982	4.08328795803717e-19	8.92795207071143e-17
LOC_Os01g43700.MSUR7	36.7816448218018	-2.68414261623996	0.656899518299541	-4.08607791826087	4.38726497794218e-05	0.00169895939690775
LOC_Os01g44050.MSUR7	85.9364833712241	-1.55231671682261	0.461434065671361	-3.36411381887046	0.000767898675945068	0.0210276993883069
LOC_Os01g44130.MSUR7	35.1511217144799	-1.85108441638444	0.596058193513542	-3.10554311060299	0.00189929932336904	0.0438195486748713
LOC_Os01g50010.MSUR7	86.4037941300055	-1.42254065781105	0.406112152304452	-3.50282711250808	0.000460348152355849	0.0134468956511548
LOC_Os01g51410.MSUR7	2263.71360550719	-1.23537650351657	0.252309156298155	-4.89628090253181	9.76674286173585e-07	5.93252332255388e-05
LOC_Os01g52110.MSUR7	3845.68633187913	2.27606771699306	0.263674764822256	8.63210295656228	6.02341281512149e-18	1.15682085038522e-15
LOC_Os01g52140.MSUR7	15.6850930007842	3.32191661170465	0.868865442409584	3.82328085519448	0.000131687634527554	0.00449890543727307
LOC_Os01g52260.MSUR7	44.9387679389719	2.55315949895759	0.636233214008821	4.01293023177849	5.99696422680621e-05	0.00224878246942929
LOC_Os01g55260.MSUR7	13.1415979787585	6.36251865093128	1.63087884535179	3.90128222526477	9.56845177030288e-05	0.00339967091398861
LOC_Os01g55270.MSUR7	991.788017161692	5.71109564797418	0.345246266081265	16.5420924396902	1.82569066825207e-61	2.16222631476654e-58
LOC_Os01g56180.MSUR7	183.868539055501	2.25764234494752	0.326086265101007	6.92345120469334	4.40771015174932e-12	5.69476151606012e-10
LOC_Os01g56360.MSUR7	139.700434974681	1.52451021937934	0.371208953430331	4.10687890281574	4.01041346916317e-05	0.00157447503380516
LOC_Os01g56470.MSUR7	133.625833094968	2.24735708180732	0.378663462476576	5.9349720913365	2.93895488145901e-09	2.73062033168954e-07
LOC_Os01g57420.MSUR7	155.505566628187	1.34235393542153	0.337567135060531	3.97655398290128	6.99211318060708e-05	0.0025878102219476
